"id","kingdom","phylum","class","subclass","infraclass","subterclass","superorder","superfamily","family","genus","species","subphylum","order","subfamily","superclass","suborder","infraorder","parvorder","subkingdom","infrakingdom","tribe","subgenus","infraphylum","parvphylum","gigaclass","megaclass","phylum_division","subphylum_subdivision","subtribe","section","subsection","subspecies","epifamily"
"1674307","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Tectipleura","Pylopulmonata","Pyramidelloidea","Pyramidellidae","Aartsenia","Aartsenia pupiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117871","Animalia","Cnidaria","Hydrozoa","Hydroidolina",NA,NA,NA,"Sertularioidea","Sertulariidae","Abietinaria","Abietinaria filicula","Medusozoa","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285366","Animalia","Cnidaria","Hydrozoa","Hydroidolina",NA,NA,NA,"Sertularioidea","Sertulariidae","Abietinaria","Abietinaria greenei","Medusozoa","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285368","Animalia","Cnidaria","Hydrozoa","Hydroidolina",NA,NA,NA,"Sertularioidea","Sertulariidae","Abietinaria","Abietinaria inconstans","Medusozoa","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169126","Animalia","Porifera","Demospongiae","Heteroscleromorpha",NA,NA,NA,NA,"Hymedesmiidae","Acanthancora","Acanthancora cyanocrypta",NA,"Poecilosclerida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580789","Animalia","Mollusca","Gastropoda","Caenogastropoda",NA,NA,NA,"Muricoidea","Muricidae","Acanthina","Acanthina paucilirata",NA,"Neogastropoda","Ocenebrinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404474","Animalia","Mollusca","Gastropoda","Caenogastropoda",NA,NA,NA,"Muricoidea","Muricidae","Acanthinucella","Acanthinucella punctulata",NA,"Neogastropoda","Ocenebrinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404477","Animalia","Mollusca","Gastropoda","Caenogastropoda",NA,NA,NA,"Muricoidea","Muricidae","Acanthinucella","Acanthinucella spirata",NA,"Neogastropoda","Ocenebrinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356676","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Chondracanthidae","Acanthochondria","Acanthochondria deltoidea","Crustacea","Cyclopoida",NA,"Multicrustacea","Ergasilida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348383","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Chondracanthidae","Acanthochondria","Acanthochondria vancouverensis","Crustacea","Cyclopoida",NA,"Multicrustacea","Ergasilida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581687","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Onchidoridoidea","Onchidorididae","Acanthodoris","Acanthodoris brunnea",NA,"Nudibranchia",NA,NA,"Doridina","Doridoidei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581689","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Onchidoridoidea","Onchidorididae","Acanthodoris","Acanthodoris hudsoni",NA,"Nudibranchia",NA,NA,"Doridina","Doridoidei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535686","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Onchidoridoidea","Onchidorididae","Acanthodoris","Acanthodoris lutea",NA,"Nudibranchia",NA,NA,"Doridina","Doridoidei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535685","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Onchidoridoidea","Onchidorididae","Acanthodoris","Acanthodoris nanaimoensis",NA,"Nudibranchia",NA,NA,"Doridina","Doridoidei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140627","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Onchidoridoidea","Onchidorididae","Acanthodoris","Acanthodoris pilosa",NA,"Nudibranchia",NA,NA,"Doridina","Doridoidei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535687","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Onchidoridoidea","Onchidorididae","Acanthodoris","Acanthodoris rhodoceras",NA,"Nudibranchia",NA,NA,"Doridina","Doridoidei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228364","Animalia","Nematoda","Chromadorea","Chromadoria",NA,NA,NA,"Chromadoroidea","Cyatholaimidae","Acanthonchus","Acanthonchus duplicatus",NA,"Chromadorida","Paracanthonchinae",NA,"Chromadorina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483922","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,"Pseudocerotidae","Acanthozoon","Acanthozoon lepidum","Rhabditophora","Polycladida",NA,NA,"Cotylea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167343","Animalia","Porifera","Demospongiae","Heteroscleromorpha",NA,NA,NA,NA,"Acarnidae","Acarnus","Acarnus erithacus",NA,"Poecilosclerida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550289","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Calliopioidea","Pontogeneiidae","Accedomoera","Accedomoera vagor","Crustacea","Amphipoda",NA,"Multicrustacea","Senticaudata","Hadziida","Hadziidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483782","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,"Euryleptidae","Acerotisa","Acerotisa langi","Rhabditophora","Polycladida",NA,NA,"Cotylea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462114","Animalia","Arthropoda","Ostracoda","Podocopa",NA,NA,NA,"Cytheroidea","Paradoxostomatidae","Acetabulastoma","Acetabulastoma californica","Crustacea","Podocopida",NA,"Oligostraca","Cytherocopina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239750","Animalia","Arthropoda","Pycnogonida",NA,NA,NA,NA,"Ammotheoidea","Ammotheidae","Achelia","Achelia chelata","Chelicerata","Pantopoda","Achelinae",NA,"Eupantopodida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239815","Animalia","Arthropoda","Pycnogonida",NA,NA,NA,NA,"Ammotheoidea","Ammotheidae","Achelia","Achelia simplissima","Chelicerata","Pantopoda","Achelinae",NA,"Eupantopodida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456582","Animalia","Mollusca","Gastropoda","Patellogastropoda",NA,NA,NA,"Lottioidea","Acmaeidae","Acmaea","Acmaea mitra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535688","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Onchidoridoidea","Onchidorididae","Adalaria","Adalaria jannae",NA,"Nudibranchia",NA,NA,"Doridina","Doridoidei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505934","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia",NA,NA,"Mytiloidea","Mytilidae","Adula","Adula californiensis",NA,"Mytilida","Lithophaginae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505935","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia",NA,NA,"Mytiloidea","Mytilidae","Adula","Adula gruneri",NA,"Mytilida","Lithophaginae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494023","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota",NA,NA,NA,"Salpingidae","Aegialites","Aegialites fuchsi","Crustacea","Coleoptera",NA,"Allotriocarida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494020","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota",NA,NA,NA,"Salpingidae","Aegialites","Aegialites subopacus","Crustacea","Coleoptera",NA,"Allotriocarida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531071","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Onchidoridoidea","Aegiridae","Aegires","Aegires albopunctatus",NA,"Nudibranchia",NA,NA,"Doridina","Doridoidei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880372","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Aeolidioidea","Aeolidiidae","Aeolidia","Aeolidia loui",NA,"Nudibranchia",NA,NA,"Cladobranchia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581900","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Aeolidioidea","Aeolidiidae","Aeolidiella","Aeolidiella chromosoma",NA,"Nudibranchia",NA,NA,"Cladobranchia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581901","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Aeolidioidea","Aeolidiidae","Aeolidiella","Aeolidiella oliviae",NA,"Nudibranchia",NA,NA,"Cladobranchia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283998","Animalia","Cnidaria","Hydrozoa","Hydroidolina",NA,NA,NA,NA,"Aequoreidae","Aequorea","Aequorea victoria","Medusozoa","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469045","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Aeteoidea","Aeteidae","Aetea","Aetea paraligulata",NA,"Cheilostomatida",NA,NA,"Aeteina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469044","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Aeteoidea","Aeteidae","Aetea","Aetea pseudoanguina",NA,"Cheilostomatida",NA,NA,"Aeteina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406498","Animalia","Arthropoda","Arachnida","Acari",NA,NA,"Acariformes","Halacaroidea","Halacaridae","Agaue","Agaue californica","Chelicerata","Trombidiformes",NA,NA,"Prostigmata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406523","Animalia","Arthropoda","Arachnida","Acari",NA,NA,"Acariformes","Halacaroidea","Halacaridae","Agaue","Agaue variabilis","Chelicerata","Trombidiformes",NA,NA,"Prostigmata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406544","Animalia","Arthropoda","Arachnida","Acari",NA,NA,"Acariformes","Halacaroidea","Halacaridae","Agauopsis","Agauopsis curvata","Chelicerata","Trombidiformes",NA,NA,"Prostigmata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406553","Animalia","Arthropoda","Arachnida","Acari",NA,NA,"Acariformes","Halacaroidea","Halacaridae","Agauopsis","Agauopsis filirostris","Chelicerata","Trombidiformes",NA,NA,"Prostigmata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406566","Animalia","Arthropoda","Arachnida","Acari",NA,NA,"Acariformes","Halacaroidea","Halacaridae","Agauopsis","Agauopsis newelli","Chelicerata","Trombidiformes",NA,NA,"Prostigmata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284030","Animalia","Cnidaria","Hydrozoa","Hydroidolina",NA,NA,NA,"Plumularioidea","Aglaopheniidae","Aglaophenia","Aglaophenia inconspicua","Medusozoa","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284035","Animalia","Cnidaria","Hydrozoa","Hydroidolina",NA,NA,NA,"Plumularioidea","Aglaopheniidae","Aglaophenia","Aglaophenia latirostris","Medusozoa","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284054","Animalia","Cnidaria","Hydrozoa","Hydroidolina",NA,NA,NA,"Plumularioidea","Aglaopheniidae","Aglaophenia","Aglaophenia struthionides","Medusozoa","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371791","Chromista","Ochrophyta","Phaeophyceae","Fucophycidae",NA,NA,NA,NA,"Alariaceae","Alaria","Alaria marginata",NA,"Laminariales",NA,NA,NA,NA,NA,"Harosa","Heterokonta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154911","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,"Polycystididae","Alcha","Alcha evelinae","Rhabditophora","Rhabdocoela","Polycystidinae",NA,"Kalyptorhynchia","Eukalyptorhynchia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111604","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Alcyonidioidea","Alcyonidiidae","Alcyonidium","Alcyonidium parasiticum",NA,"Ctenostomatida",NA,NA,"Alcyonidiina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469255","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Calloporoidea","Calloporidae","Alderina","Alderina brevispina",NA,"Cheilostomatida",NA,NA,"Flustrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581809","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Chromodoridoidea","Cadlinidae","Aldisa","Aldisa cooperi",NA,"Nudibranchia",NA,NA,"Doridina","Doridoidei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581810","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Chromodoridoidea","Cadlinidae","Aldisa","Aldisa sanguinea",NA,"Nudibranchia",NA,NA,"Doridina","Doridoidei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494046","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota",NA,NA,NA,"Staphylinidae","Aleochara","Aleochara (Coprochara) sulcicollis","Crustacea","Coleoptera","Aleocharinae","Allotriocarida",NA,NA,NA,NA,NA,"Aleocharini","Aleochara (Coprochara)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494047","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota",NA,NA,NA,"Staphylinidae","Aleochara","Aleochara arenaria","Crustacea","Coleoptera","Aleocharinae","Allotriocarida",NA,NA,NA,NA,NA,"Aleocharini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511703","Animalia","Mollusca","Gastropoda","Caenogastropoda",NA,NA,NA,"Buccinoidea","Columbellidae","Alia","Alia carinata",NA,"Neogastropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489544","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Hyaloidea","Dogielinotidae","Allorchestes","Allorchestes bellabella","Crustacea","Amphipoda",NA,"Multicrustacea","Senticaudata","Talitrida","Talitridira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489551","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Hyaloidea","Dogielinotidae","Allorchestes","Allorchestes rickeri","Crustacea","Amphipoda",NA,"Multicrustacea","Senticaudata","Talitrida","Talitridira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514832","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Eucarida","Alpheoidea","Alpheidae","Alpheus","Alpheus bellimanus","Crustacea","Decapoda",NA,"Multicrustacea","Pleocyemata","Caridea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514851","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Eucarida","Alpheoidea","Alpheidae","Alpheus","Alpheus clamator","Crustacea","Decapoda",NA,"Multicrustacea","Pleocyemata","Caridea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348641","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Peltidiidae","Alteutha","Alteutha langi","Crustacea","Harpacticoida","Peltidiinae","Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580527","Animalia","Mollusca","Gastropoda","Caenogastropoda",NA,NA,NA,"Rissooidea","Rissoidae","Alvania","Alvania compacta",NA,"Littorinimorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597889","Animalia","Mollusca","Gastropoda","Caenogastropoda",NA,NA,NA,"Rissooidea","Rissoidae","Alvinia","Alvinia aequisculpta",NA,"Littorinimorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597894","Animalia","Mollusca","Gastropoda","Caenogastropoda",NA,NA,NA,"Rissooidea","Rissoidae","Alvinia","Alvinia purpurea",NA,"Littorinimorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494079","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota",NA,NA,NA,"Staphylinidae","Amblopusa","Amblopusa brevipes","Crustacea","Coleoptera","Aleocharinae","Allotriocarida",NA,NA,NA,NA,NA,"Liparocephalini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461328","Animalia","Arthropoda","Ostracoda","Podocopa",NA,NA,NA,"Cytheroidea","Hemicytheridae","Ambostracon","Ambostracon glaucum","Crustacea","Podocopida",NA,"Oligostraca","Cytherocopina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115517","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Ameiridae","Ameira","Ameira longipes","Crustacea","Harpacticoida",NA,"Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115522","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Ameiridae","Ameira","Ameira parvuloides","Crustacea","Harpacticoida",NA,"Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134607","Animalia","Arthropoda","Pycnogonida",NA,NA,NA,NA,"Ammotheoidea","Ammotheidae","Ammothea","Ammothea hilgendorfi","Chelicerata","Pantopoda","Ammotheinae",NA,"Eupantopodida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239670","Animalia","Arthropoda","Pycnogonida",NA,NA,NA,NA,"Ammotheoidea","Ammotheidae","Ammothella","Ammothella menziesi","Chelicerata","Pantopoda","Achelinae",NA,"Eupantopodida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240121","Animalia","Arthropoda","Pycnogonida",NA,NA,NA,NA,"Ammotheoidea","Ammotheidae","Ammothella","Ammothella spinifera","Chelicerata","Pantopoda","Achelinae",NA,"Eupantopodida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240308","Animalia","Arthropoda","Pycnogonida",NA,NA,NA,NA,"Ammotheoidea","Ammotheidae","Ammothella","Ammothella tuberculata","Chelicerata","Pantopoda","Achelinae",NA,"Eupantopodida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115889","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Miraciidae","Amonardia","Amonardia normani","Crustacea","Harpacticoida","Diosaccinae","Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348696","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Miraciidae","Amonardia","Amonardia perturbata","Crustacea","Harpacticoida","Diosaccinae","Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348701","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Miraciidae","Amphiascoides","Amphiascoides lancisetiger","Crustacea","Harpacticoida","Diosaccinae","Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115905","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Miraciidae","Amphiascoides","Amphiascoides subdebilis","Crustacea","Harpacticoida","Diosaccinae","Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115906","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Miraciidae","Amphiascopsis","Amphiascopsis cinctus","Crustacea","Harpacticoida",NA,"Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115917","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Miraciidae","Amphiascus","Amphiascus minutus","Crustacea","Harpacticoida","Diosaccinae","Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348778","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Miraciidae","Amphiascus","Amphiascus undosus","Crustacea","Harpacticoida","Diosaccinae","Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612025","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata",NA,NA,NA,"Sabellidae","Amphicorina","Amphicorina gracilis",NA,"Sabellida","Myxicolinae",NA,NA,NA,NA,NA,NA,"Myxicolini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166700","Animalia","Porifera","Demospongiae","Heteroscleromorpha",NA,NA,NA,NA,"Niphatidae","Amphimedon","Amphimedon trindanea",NA,"Haplosclerida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242647","Animalia","Echinodermata","Ophiuroidea","Myophiuroida","Metophiurida",NA,"Ophintegrida","Amphiuroidea","Amphiuridae","Amphiodia","Amphiodia akosmos","Asterozoa","Amphilepidida",NA,NA,"Gnathophiurina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242666","Animalia","Echinodermata","Ophiuroidea","Myophiuroida","Metophiurida",NA,"Ophintegrida","Amphiuroidea","Amphiuridae","Amphiodia","Amphiodia occidentalis","Asterozoa","Amphilepidida",NA,NA,"Gnathophiurina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242878","Animalia","Echinodermata","Ophiuroidea","Myophiuroida","Metophiurida",NA,"Ophintegrida","Amphiuroidea","Amphiuridae","Amphipholis","Amphipholis pugetana","Asterozoa","Amphilepidida",NA,NA,"Gnathophiurina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125064","Animalia","Echinodermata","Ophiuroidea","Myophiuroida","Metophiurida",NA,"Ophintegrida","Amphiuroidea","Amphiuridae","Amphipholis","Amphipholis squamata","Asterozoa","Amphilepidida",NA,NA,"Gnathophiurina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156290","Animalia","Nemertea","Hoplonemertea",NA,NA,NA,NA,NA,"Amphiporidae","Amphiporus","Amphiporus cruentatus",NA,"Monostilifera",NA,NA,"Eumonostilifera","Amphiporina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147981","Animalia","Nemertea","Hoplonemertea",NA,NA,NA,NA,NA,"Amphiporidae","Amphiporus","Amphiporus flavescens",NA,"Monostilifera",NA,NA,"Eumonostilifera","Amphiporina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147983","Animalia","Nemertea","Hoplonemertea",NA,NA,NA,NA,NA,"Amphiporidae","Amphiporus","Amphiporus formidabilis",NA,"Monostilifera",NA,NA,"Eumonostilifera","Amphiporina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156295","Animalia","Nemertea","Hoplonemertea",NA,NA,NA,NA,NA,"Amphiporidae","Amphiporus","Amphiporus imparispinosus",NA,"Monostilifera",NA,NA,"Eumonostilifera","Amphiporina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585718","Animalia","Cnidaria","Hydrozoa","Hydroidolina",NA,NA,NA,"Sertularioidea","Sertulariidae","Amphisbetia","Amphisbetia furcata","Medusozoa","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511361","Animalia","Mollusca","Gastropoda","Caenogastropoda",NA,NA,NA,"Buccinoidea","Columbellidae","Amphissa","Amphissa columbiana",NA,"Neogastropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
