"id","kingdom","phylum","class","subclass","infraclass","subterclass","superorder","superfamily","family","genus","species","subphylum","order","subfamily","superclass","suborder","infraorder","parvorder","subkingdom","infrakingdom","tribe","subgenus","infraphylum","parvphylum","gigaclass","megaclass","phylum_division","subphylum_subdivision","subtribe","section","subsection","subspecies","epifamily"
"580416","Animalia","Mollusca","Gastropoda","Vetigastropoda",NA,NA,NA,"Trochoidea","Calliostomatidae","Calliostoma","Calliostoma tricolor",NA,"Trochida","Calliostomatinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239456","Animalia","Arthropoda","Pycnogonida",NA,NA,NA,NA,"Nymphonoidea","Callipallenidae","Callipallene","Callipallene californiensis","Chelicerata","Pantopoda",NA,NA,"Eupantopodida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386119","Animalia","Mollusca","Polyplacophora","Neoloricata",NA,NA,NA,"Chitonoidea","Callistoplacidae","Callistochiton","Callistochiton connellyi",NA,"Chitonida",NA,NA,"Chitonina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386120","Animalia","Mollusca","Polyplacophora","Neoloricata",NA,NA,NA,"Chitonoidea","Callistoplacidae","Callistochiton","Callistochiton crassicostatus",NA,"Chitonida",NA,NA,"Chitonina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386134","Animalia","Mollusca","Polyplacophora","Neoloricata",NA,NA,NA,"Chitonoidea","Callistoplacidae","Callistochiton","Callistochiton palmulatus",NA,"Chitonida",NA,NA,"Chitonina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469275","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Calloporoidea","Calloporidae","Callopora","Callopora corniculifera",NA,"Cheilostomatida",NA,NA,"Flustrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117402","Animalia","Cnidaria","Hydrozoa","Hydroidolina",NA,NA,NA,NA,"Campanulinidae","Calycella","Calycella syringa","Medusozoa","Leptothecata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494288","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota",NA,NA,"Carnoidea","Canacidae","Canaceoides","Canaceoides nudatus","Crustacea","Diptera",NA,"Allotriocarida","Brachycera","Muscomorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schizophora","Acalyptrata",NA,NA
"452126","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Eucarida","Cancroidea","Cancridae","Cancer","Cancer antennaria","Crustacea","Decapoda","Cancrinae","Multicrustacea","Pleocyemata","Brachyura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eubrachyura","Heterotremata",NA,NA
"452127","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Eucarida","Cancroidea","Cancridae","Cancer","Cancer anthonyi","Crustacea","Decapoda","Cancrinae","Multicrustacea","Pleocyemata","Brachyura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eubrachyura","Heterotremata",NA,NA
"452138","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Eucarida","Cancroidea","Cancridae","Cancer","Cancer branneri","Crustacea","Decapoda","Cancrinae","Multicrustacea","Pleocyemata","Brachyura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eubrachyura","Heterotremata",NA,NA
"452220","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Eucarida","Cancroidea","Cancridae","Cancer","Cancer gracilis","Crustacea","Decapoda","Cancrinae","Multicrustacea","Pleocyemata","Brachyura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eubrachyura","Heterotremata",NA,NA
"452249","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Eucarida","Cancroidea","Cancridae","Cancer","Cancer jordani","Crustacea","Decapoda","Cancrinae","Multicrustacea","Pleocyemata","Brachyura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eubrachyura","Heterotremata",NA,NA
"582152","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Eucarida","Cancroidea","Cancridae","Cancer","Cancer oregonensis","Crustacea","Decapoda","Cancrinae","Multicrustacea","Pleocyemata","Brachyura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eubrachyura","Heterotremata",NA,NA
"440382","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Eucarida","Cancroidea","Cancridae","Cancer","Cancer productus","Crustacea","Decapoda","Cancrinae","Multicrustacea","Pleocyemata","Brachyura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eubrachyura","Heterotremata",NA,NA
"349789","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Cancerillidae","Cancerilla","Cancerilla durbanensis","Crustacea","Siphonostomatoida",NA,"Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349790","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Cancerillidae","Cancerilla","Cancerilla neozelanica","Crustacea","Siphonostomatoida",NA,"Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135789","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Cancerillidae","Cancerilla","Cancerilla tubulata","Crustacea","Siphonostomatoida",NA,"Multicrustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430787","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Caprelloidea","Caprellidae","Caprella","Caprella alaskana","Crustacea","Amphipoda","Caprellinae","Multicrustacea","Senticaudata","Corophiida","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430805","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Caprelloidea","Caprellidae","Caprella","Caprella brevirostris","Crustacea","Amphipoda","Caprellinae","Multicrustacea","Senticaudata","Corophiida","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394864","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Caprelloidea","Caprellidae","Caprella","Caprella californica","Crustacea","Amphipoda","Caprellinae","Multicrustacea","Senticaudata","Corophiida","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101830","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Caprelloidea","Caprellidae","Caprella","Caprella equilibra","Crustacea","Amphipoda","Caprellinae","Multicrustacea","Senticaudata","Corophiida","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430826","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Caprelloidea","Caprellidae","Caprella","Caprella ferrea","Crustacea","Amphipoda","Caprellinae","Multicrustacea","Senticaudata","Corophiida","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430839","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Caprelloidea","Caprellidae","Caprella","Caprella greenleyi","Crustacea","Amphipoda","Caprellinae","Multicrustacea","Senticaudata","Corophiida","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430843","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Caprelloidea","Caprellidae","Caprella","Caprella incisa","Crustacea","Amphipoda","Caprellinae","Multicrustacea","Senticaudata","Corophiida","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503320","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Caprelloidea","Caprellidae","Caprella","Caprella kennerlyi","Crustacea","Amphipoda","Caprellinae","Multicrustacea","Senticaudata","Corophiida","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430857","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Caprelloidea","Caprellidae","Caprella","Caprella laeviuscula","Crustacea","Amphipoda","Caprellinae","Multicrustacea","Senticaudata","Corophiida","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214772","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Caprelloidea","Caprellidae","Caprella","Caprella natalensis","Crustacea","Amphipoda","Caprellinae","Multicrustacea","Senticaudata","Corophiida","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430894","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Caprelloidea","Caprellidae","Caprella","Caprella pilipalma","Crustacea","Amphipoda","Caprellinae","Multicrustacea","Senticaudata","Corophiida","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430930","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Caprelloidea","Caprellidae","Caprella","Caprella verrucosa","Crustacea","Amphipoda","Caprellinae","Multicrustacea","Senticaudata","Corophiida","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148070","Animalia","Nemertea","Hoplonemertea",NA,NA,NA,NA,NA,"Carcinonemertidae","Carcinonemertes","Carcinonemertes epialti",NA,"Monostilifera",NA,NA,"Eumonostilifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148075","Animalia","Nemertea","Hoplonemertea",NA,NA,NA,NA,NA,"Carcinonemertidae","Carcinonemertes","Carcinonemertes wickhami",NA,"Monostilifera",NA,NA,"Eumonostilifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107381","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Eucarida","Portunoidea","Carcinidae","Carcinus","Carcinus maenas","Crustacea","Decapoda","Carcininae","Multicrustacea","Pleocyemata","Brachyura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eubrachyura","Heterotremata",NA,NA
"396037","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Hyaloidea","Najnidae","Carinonajna","Carinonajna barnardi","Crustacea","Amphipoda",NA,"Multicrustacea","Senticaudata","Talitrida","Talitridira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396038","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Hyaloidea","Najnidae","Carinonajna","Carinonajna bicarinata","Crustacea","Amphipoda",NA,"Multicrustacea","Senticaudata","Talitrida","Talitridira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396039","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Hyaloidea","Najnidae","Carinonajna","Carinonajna bispinosa","Crustacea","Amphipoda",NA,"Multicrustacea","Senticaudata","Talitrida","Talitridira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396041","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Hyaloidea","Najnidae","Carinonajna","Carinonajna carli","Crustacea","Amphipoda",NA,"Multicrustacea","Senticaudata","Talitrida","Talitridira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489636","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Hyaloidea","Najnidae","Carinonajna","Carinonajna kitamati","Crustacea","Amphipoda",NA,"Multicrustacea","Senticaudata","Talitrida","Talitridira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396042","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Hyaloidea","Najnidae","Carinonajna","Carinonajna lessoniophila","Crustacea","Amphipoda",NA,"Multicrustacea","Senticaudata","Talitrida","Talitridira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396043","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Hyaloidea","Najnidae","Carinonajna","Carinonajna longimana","Crustacea","Amphipoda",NA,"Multicrustacea","Senticaudata","Talitrida","Talitridira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581879","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Fionoidea","Trinchesiidae","Catriona","Catriona columbiana",NA,"Nudibranchia",NA,NA,"Cladobranchia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448286","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Buguloidea","Bugulidae","Caulibugula","Caulibugula californica",NA,"Cheilostomatida",NA,NA,"Flustrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448287","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Buguloidea","Bugulidae","Caulibugula","Caulibugula ciliata",NA,"Cheilostomatida",NA,NA,"Flustrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327368","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata",NA,NA,NA,"Cirratulidae","Caulleriella","Caulleriella apicula",NA,"Terebellida",NA,NA,"Cirratuliformia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327369","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata",NA,NA,NA,"Cirratulidae","Caulleriella","Caulleriella cristata",NA,"Terebellida",NA,NA,"Cirratuliformia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333178","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata",NA,NA,NA,"Cirratulidae","Caulleriella","Caulleriella pacifica",NA,"Terebellida",NA,NA,"Cirratuliformia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469299","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Calloporoidea","Calloporidae","Cauloramphus","Cauloramphus californiensis",NA,"Cheilostomatida",NA,NA,"Flustrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469298","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Calloporoidea","Calloporidae","Cauloramphus","Cauloramphus echinus",NA,"Cheilostomatida",NA,NA,"Flustrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280053","Animalia","Chordata","Teleostei",NA,NA,NA,NA,NA,"Cebidichthyidae","Cebidichthys","Cebidichthys violaceus","Vertebrata","Perciformes",NA,"Actinopteri","Zoarcoidei",NA,NA,NA,NA,NA,NA,"Gnathostomata","Osteichthyes","Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA
"469491","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Cellarioidea","Cellariidae","Cellaria","Cellaria diffusa",NA,"Cheilostomatida",NA,NA,"Flustrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469492","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Cellarioidea","Cellariidae","Cellaria","Cellaria mandibulata",NA,"Cheilostomatida",NA,NA,"Flustrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394868","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Celleporoidea","Celleporidae","Celleporaria","Celleporaria brunnea",NA,"Cheilostomatida",NA,NA,"Flustrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111397","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Hippothooidea","Hippothoidae","Celleporella","Celleporella hyalina",NA,"Cheilostomatida",NA,NA,"Flustrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469568","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Celleporoidea","Celleporidae","Celleporina","Celleporina robertsoniae",NA,"Cheilostomatida",NA,NA,"Flustrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469573","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Celleporoidea","Celleporidae","Celleporina","Celleporina souleae",NA,"Cheilostomatida",NA,NA,"Flustrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549041","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Haustorioidea","Phoxocephalidae","Cephalophoxoides","Cephalophoxoides homilis","Crustacea","Amphipoda","Phoxocephalinae","Multicrustacea","Amphilochidea","Lysianassida","Haustoriidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531438","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Hadzioidea","Maeridae","Ceradocus","Ceradocus spinicauda","Crustacea","Amphipoda",NA,"Multicrustacea","Senticaudata","Hadziida","Hadziidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340387","Animalia","Annelida","Polychaeta","Errantia",NA,NA,NA,NA,"Nereididae","Ceratonereis","Ceratonereis tunicatae",NA,"Phyllodocida","Nereidinae",NA,"Nereidiformia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240767","Animalia","Mollusca","Gastropoda","Caenogastropoda",NA,NA,NA,"Muricoidea","Muricidae","Ceratostoma","Ceratostoma foliatum",NA,"Neogastropoda","Ocenebrinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403965","Animalia","Mollusca","Gastropoda","Caenogastropoda",NA,NA,NA,"Muricoidea","Muricidae","Ceratostoma","Ceratostoma nuttalli",NA,"Neogastropoda","Ocenebrinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431105","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Caprelloidea","Caprellidae","Cercops","Cercops compactus","Crustacea","Amphipoda","Paracercopinae","Multicrustacea","Senticaudata","Corophiida","Caprellidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494302","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota",NA,NA,NA,"Hydrophilidae","Cercyon","Cercyon fimbriatus","Crustacea","Coleoptera",NA,"Allotriocarida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147276","Animalia","Nemertea","Pilidiophora",NA,NA,NA,NA,NA,"Lineidae","Cerebratulus","Cerebratulus albifrons",NA,"Heteronemertea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147362","Animalia","Nemertea","Pilidiophora",NA,NA,NA,NA,NA,"Lineidae","Cerebratulus","Cerebratulus montgomeryi",NA,"Heteronemertea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580751","Animalia","Mollusca","Gastropoda","Caenogastropoda",NA,NA,NA,"Triphoroidea","Cerithiopsidae","Cerithiopsis","Cerithiopsis berryi",NA,"[unassigned] Caenogastropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367969","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Pholadoidea","Pholadidae","Chaceia","Chaceia ovoidea",NA,"Myida","Martesiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386757","Animalia","Mollusca","Polyplacophora","Neoloricata",NA,NA,NA,"Chitonoidea","Chaetopleuridae","Chaetopleura","Chaetopleura gemma",NA,"Chitonida",NA,NA,"Chitonina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504775","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Chamoidea","Chamidae","Chama","Chama arcana",NA,"Venerida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469647","Animalia","Bryozoa","Gymnolaemata",NA,NA,NA,NA,"Calloporoidea","Chaperiidae","Chaperiopsis","Chaperiopsis patula",NA,"Cheilostomatida",NA,NA,"Flustrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332676","Animalia","Annelida","Polychaeta","Errantia",NA,NA,NA,NA,"Nereididae","Cheilonereis","Cheilonereis cyclurus",NA,"Phyllodocida","Nereidinae",NA,"Nereidiformia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214786","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Corophioidea","Corophiidae","Cheiriphotis","Cheiriphotis megacheles","Crustacea","Amphipoda","Protomedeiinae","Multicrustacea","Senticaudata","Corophiida","Corophiidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250013","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,NA,"Corellidae","Chelyosoma","Chelyosoma productum","Tunicata","Phlebobranchia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582737","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Galeommatoidea","Galeommatidae","Chlamydoconcha","Chlamydoconcha orcutti",NA,"Galeommatida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326722","Animalia","Annelida","Polychaeta","Errantia",NA,NA,NA,NA,"Amphinomidae","Chloeia","Chloeia pinnata",NA,"Amphinomida","Archinominae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350082","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Chondracanthidae","Chondracanthus","Chondracanthus gracilis","Crustacea","Cyclopoida",NA,"Multicrustacea","Ergasilida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350084","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Chondracanthidae","Chondracanthus","Chondracanthus heterostichi","Crustacea","Cyclopoida",NA,"Multicrustacea","Ergasilida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350085","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Chondracanthidae","Chondracanthus","Chondracanthus irregularis","Crustacea","Cyclopoida",NA,"Multicrustacea","Ergasilida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350095","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Chondracanthidae","Chondracanthus","Chondracanthus pinguis","Crustacea","Cyclopoida",NA,"Multicrustacea","Ergasilida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350097","Animalia","Arthropoda","Copepoda",NA,"Neocopepoda",NA,"Podoplea",NA,"Chondracanthidae","Chondracanthus","Chondracanthus pusillus","Crustacea","Cyclopoida",NA,"Multicrustacea","Ergasilida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880865","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Paratanaoidea","Leptocheliidae","Chondrochelia","Chondrochelia dubia","Crustacea","Tanaidacea","Leptocheliinae","Multicrustacea","Tanaidomorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326735","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata",NA,NA,NA,"Sabellidae","Chone","Chone minuta",NA,"Sabellida","Myxicolinae",NA,NA,NA,NA,NA,NA,"Myxicolini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549418","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Chromodoridoidea","Chromodorididae","Chromodoris","Chromodoris galexorum",NA,"Nudibranchia","Chromodoridinae",NA,"Doridina","Doridoidei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549419","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Ringipleura","Nudipleura","Chromodoridoidea","Chromodorididae","Chromodoris","Chromodoris macfarlandi",NA,"Nudibranchia","Chromodoridinae",NA,"Doridina","Doridoidei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549339","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Amphilochoidea","Pleustidae","Chromopleustes","Chromopleustes lineatus","Crustacea","Amphipoda","Parapleustinae","Multicrustacea","Amphilochidea","Amphilochida","Amphilochidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549336","Animalia","Arthropoda","Malacostraca","Eumalacostraca",NA,NA,"Peracarida","Amphilochoidea","Pleustidae","Chromopleustes","Chromopleustes oculatus","Crustacea","Amphipoda","Parapleustinae","Multicrustacea","Amphilochidea","Amphilochida","Amphilochidira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600853","Animalia","Mollusca","Gastropoda","Heterobranchia","Euthyneura","Tectipleura","Pylopulmonata","Pyramidelloidea","Pyramidellidae","Chrysallida","Chrysallida lucca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326752","Animalia","Annelida","Polychaeta","Errantia",NA,NA,NA,NA,"Chrysopetalidae","Chrysopetalum","Chrysopetalum occidentale",NA,"Phyllodocida","Chrysopetalinae",NA,"Nereidiformia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
