consumerNum,consumerName,life_stage,consumerCat,trophic_strategy,source,preys_on,parasitic_on,zone,habitat_notes
909,Bythotiara stilbosa,medusa,plankton,filter feeder,Light & Smith,not reported,NA,low,"Known only from newly released medusae collected off docks in Mason's Marina, Bodega Harbor,, raised in the laboratory."
920,Cladonema myersi,medusa,plankton,filter feeder,Light & Smith,Artemia not reporteduplii,NA,low,"benthic, clinging to algae or other substrates with specialized tentacular adhesive pads."
922,Coryne eximia,medusa,plankton,filter feeder,Light & Smith,not reported,NA,all,NA
926,Coryne sp.,medusa,plankton,filter feeder,Light & Smith,not reported,NA,all,NA
924,Dipurena bicircella,medusa,plankton,filter feeder,Light & Smith,not reported,NA,low,spending most of their time on the bottom in culture
932,Polyorchis haplus,medusa,plankton,filter feeder,Light & Smith,not reported,NA,low,NA
927,Sarsia sp.,medusa,plankton,filter feeder,Light & Smith,not reported,NA,all,NA
945,Eutonina indicans,medusa,plankton,filter feeder,Light & Smith,"eggs of invertebrates, on appendicularians,, on other small hydromedusae",NA,low,"abundant in summer plankton, may litter ocean beaches"
947,Halecium sp.,medusa,plankton,filter feeder,Light & Smith,surface zooplankton,NA,all,NA
929,Halimedusa typus,medusa,plankton,filter feeder,Light & Smith,not reported,NA,low,NA
931,Hydrocoryne bodegensis,medusa,plankton,filter feeder,"Light & Smith; Rees, Hand,, Mills (1976)",not reported,NA,low,"medusa in Bodega Harbor, Bodega Bay"
950,Mitrocoma cellularia,medusa,plankton,filter feeder,Light & Smith,see lit search,NA,low,NA
966,Vallentinia adherens,medusa,plankton,filter feeder,Light & Smith,not reported,NA,low,"Occurs near shore, clinging to algae"
911,Amphinema turrida,medusa,plankton,filter feeder,Light & Smith,not reported,NA,low,NA
914,Proboscidactyla circumsabella,medusa,plankton,filter feeder,Light & Smith,"gastropod, bivalve veligers",NA,low,NA
916,Proboscidactyla occidentalis,medusa,plankton,filter feeder,Light & Smith,"gastropod, bivalve veligers",NA,low,subtidal
918,Rathkea octopunctata,medusa,plankton,filter feeder,Light & Smith,not reported,NA,low,NA
934,Hybocodon prolifer,medusa,plankton,filter feeder,Light & Smith,copepods,NA,low,NA
937,Zanclea bomala,medusa,plankton,filter feeder,Light & Smith,not reported,NA,low,shallow water.
939,Zanclella bryozoophila,medusa,plankton,filter feeder,Light & Smith,not reported,NA,very low,NA
431,Pareurythoe californica,adult,polychaete,typical predator,"Morris, Abbott, & Haderlie","""sedentary invertebrates""",NA,low,in sand under rocks
1553,Chloeia pinnata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,various sediment types
1554,Eurythoe complanata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,under rocks
1645,Phyllochaetopterus prolifica,adult,polychaete,unknown,Light & Smith,not reported,NA,all,rocky habitats; tube builder
1551,Chrysopetalum occidentale,adult,polychaete,unknown,Light & Smith,not reported,NA,all,Rocky habitats; more southern in distribution.
1552,Paleanotus bellis,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"common among barnacles, bryozoans,, sponges on pilings, elsewhere."
1646,Aphelochaeta spp.,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,NA
1647,Caulleriella apicula,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,NA
1648,Caulleriella cristata,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,"A rocky intertidal species occurring on the outer coast in algal holdfasts, under coralline algae."
1649,Caulleriella pacifica,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,NA
1650,Cirratulus dillonensis,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,in cryptic habitats in the rocky intertidal
1651,Cirratulus spectabilis,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,Intertidal in rocks; a cryptic species with few records; one specimen taken from rocky tide pools in Cayucos suggests it may be more common than records indicate
1655,Ctenodrilus serratus,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,"inconspicuous,, occurs in the intertidal in clumps of debris"
1652,Protocirrineris socialis,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,"Rocky intertidal habitats, perhaps subtidal"
1654,Timarete luxuriosa,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,Under intertidal rocks covered with algae
1653,Timarete perbranchiata,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,Under intertidal rocks covered with algae
1609,Dorvillea moniloceras,adult,polychaete,unknown,Light & Smith; MAH,not reported,NA,all,"Among worms, tunicates on floats, pilings in coastal embayments; rocky intertidal to low water."
1610,Parougia caeca,adult,polychaete,unknown,Light & Smith,not reported,NA,all,NA
1611,Pettiboneia pugettensis,adult,polychaete,unknown,Light & Smith,not reported,NA,all,shallow water
1604,Eunice antennata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,A rocky intertidal
1605,Eunice valens,adult,polychaete,unknown,Light & Smith,not reported,NA,all,NA
1606,Marphysa sanguinea,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"shaley rocks, hard-packed clays;"
1607,Marphysa stylobranchiata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"rocky habitats, in crevices"
1608,Palola paloloides,adult,polychaete,unknown,Light & Smith,not reported,NA,all,shallow rocky habitats
1676,Novafabricia brunnea,adult,polychaete,filter feeder,Light & Smith,not reported,NA,all,"Rocky intertidal, in sand bound by holdfasts of red, green algae, in interstices of Phragmatopoma tubes"
1656,Brada villosa,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,NA
1657,Pherusa inflata,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,"Intertidal rocky habitats, associated with sponges, shells."
1658,Pherusa papillata,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,"in mixed sediments of sand, rock,, silt"
1603,Glycera robusta,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,cobble
1612,Lumbrineris latreilli,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"intertidal to slope depths in mud, sand, eelgrass beds, under rocks."
1661,Clymenella complanata,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,In crevices of shale rocks in San Mateo County
2349,Pseudopotamilla occelata,eggs,polychaete,non-feeding,"Morris, Abbott, & Haderlie; Light & Smith",not reported,NA,low,spawned
680,polychaete_1,adult,polychaete,unknown,PO,not reported,NA,NA,NA
1589,Ceratonereis tunicatae,adult,polychaete,unknown,Light & Smith,not reported,NA,all,known only from the intertidal zone of northern California in ascidians
1590,Cheilonereis cyclurus,adult,polychaete,unknown,Light & Smith,not reported,NA,low,commensal with hermit crabs
1591,Eunereis longipes,adult,polychaete,unknown,Light & Smith,not reported,NA,all,intertidal in rock crevices
1592,Micronereis nanaimoensis,eggs,polychaete,unknown,Light & Smith,not reported,NA,all,"Egg cocoons found attached to eelgrass near the entrance to Tomales Bay, to Obelia sp. Bodega Harbor"
1593,Micronereis nanaimoensis,larva,polychaete,unknown,Light & Smith,not reported,NA,all,pelagic
1594,Neanthes brandti,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"intertidal areas, including sand, rock"
1595,Neanthes virens,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"intertidal areas, including sand, rock"
1596,Nereis eakini,adult,polychaete,unknown,Light & Smith,not reported,NA,all,known only from central California in intertidal rocky habitats
1597,Nereis latescens,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"common in algal holdfasts, among rocks, debris"
1598,Nereis pelagica,adult,polychaete,unknown,Light & Smith,not reported,NA,all,rocky habitats
1599,Nereis procera,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"silt, sand,, on rocks."
1600,Nereis vexillosa,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"open coast with mussels, barnacles"
1601,Perinereis monterea,adult,polychaete,unknown,Light & Smith,not reported,NA,all,rocky habitats
1615,Arabella pectinata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,mixed sediments
1613,Arabella protomutans,adult,polychaete,unknown,Light & Smith,not reported,NA,all,rocky habitats
1614,Arabella semimaculata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"in rocks, mixed sediments;"
1616,Drilonereis falcata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,mixed sediments
1617,Drilonereis longa,adult,polychaete,unknown,Light & Smith,not reported,NA,all,mixed sediments
1618,Drilonereis nuda,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"Rocky bottoms with kelp, in tide pools"
1660,Polyophthalmus pictus,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,"Intertidal in rocky habitats associated with algae, infaunal"
1619,Naineris dendritica,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,"rocky intertidal areas; found in algal holdfasts, bryozoan masses,, debris under, between rocks;"
1620,Scoloplos acmeceps,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,"In mud, algal holdfasts, roots of Zostera"
427,Phyllodoce medipapillata,adult,polychaete,NA,"Morris, Abbott, & Haderlie; Light & Smith",not reported,NA,low,"on, under rocks in rocky habitats; Specimens are often found occupying  empty Phyllochaetopterus and Diopatra tubes"
1559,Nereiphylla castanea,adult,polychaete,scavenger,Light & Smith,not reported,NA,all,"common in algal holdfasts, other microhabitats in rocky areas"
1555,Eteone balboensis,adult,polychaete,unknown,Light & Smith,not reported,NA,all,NA
1557,Eulalia californiensis,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"variety of bottom types, including sand, shelly gravel, among crevices in rocks,, in algal holdfasts"
1556,Eulalia quadrioculata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"among mussels, barnacles, in algal holdfasts,, under rocks in debris"
1558,Eulalia viridis,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"under rocks, in algal holdfasts, rare locally but introduced on the east coast"
1560,Phyllodoce groenlandica,adult,polychaete,unknown,Light & Smith,not reported,NA,all,NA
1562,Sige bifoliata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"common among algal holdfasts, debris in rocky habitats of the Bodega Bay region; also known from sandy-silt sediments, shell bottoms."
1563,Pilargis maculata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,intertidal to shallow subtidal in cryptic habitats in rocks or other shoreline substrates.
1546,Harmothoe hirsuta,adult,polychaete,unknown,Light & Smith,not reported,NA,all,NA
1547,Lepidasthenia longicirrata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"among rocks, or in shelly substrata; often associated with parchmentlike, sand, shell-covered tubes that the worm apparently constructs; reported as a commensal with maldanid polychaetes;"
1548,Lepidonotus squamatus,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"variety of habitats including kelp holdfasts, under rocks,, among mussel shells or barnacles."
1662,Idanthyrsus saxicavus,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,low,"Rocky habitats, not forming large colonies"
1663,Sabellaria gracilis,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,"Rocky habitats; tubes made of fine sand, colonies smaller, more delicate, seldom conspicuous; common;"
1664,Sabellaria nanella,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,NA
436,Phragmatopoma californica,adult,polychaete,filter feeder,"Morris, Abbott, & Haderlie","detritus, phytoplankton, zooplankton",NA,middle to low,forming tubes of cemented sand grains; may form massive reefs
1671,Amphicorina gracilis,adult,polychaete,filter feeder,Light & Smith,not reported,NA,all,"Rocky intertidal, forming tube clusters with sponges, tunicates in sandy tide pools."
1672,Chone minuta,adult,polychaete,filter feeder,Light & Smith,not reported,NA,all,"Rocky intertidal, shallow subtidal, in algal holdfasts, among compound ascidians; builds close-fitting tubes covered with edge-mounted shell fragments that accumulate sand, form mounds in the intertidal"
1673,Demonax medius,adult,polychaete,filter feeder,Light & Smith,not reported,NA,all,"Rocky habitats, in crevices in flexible, leathery, sand-coated tubes"
1674,Eudistylia polymorpha,adult,polychaete,filter feeder,Light & Smith,not reported,NA,all,"Rocky habitats, also in harbors on floats, wharves; tubes thick, parchmentlike, basally attached to hard substratum"
1675,Megalomma splendida,adult,polychaete,filter feeder,Light & Smith,not reported,NA,all,"Rocky bottoms, rare intertidal"
443,Pseudopotamilla occelata,adult,polychaete,filter feeder,"Morris, Abbott, & Haderlie; Light & Smith",not reported,NA,low,"tough membranous tube in dense clusters; Rocky habitats, open coast"
1679,Pseudopotamilla socialis,adult,polychaete,filter feeder,Light & Smith,not reported,NA,all,"Rocky habitats, open coast; associated with sponges, colonial tunicates; slender opaque tubes covered with sand, shell fragments."
1677,Pseudopotamilla sp.,adult,polychaete,filter feeder,Light & Smith,not reported,NA,all,Rocky or mixed bottoms
1680,Schizobranchia insignis,adult,polychaete,filter feeder,Light & Smith,not reported,NA,all,"Rocky habitats; often found in clumps of thick, sand-coated, solidified mucus tubes intermixed with Eudistylia vancouveri"
1659,Hyboscolex pacificus,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,low,"low rocky intertidal, burrowing"
447,Janua brasiliensis,adult,polychaete,filter feeder,"Morris, Abbott, & Haderlie",not reported,NA,middle to low,"under rocks, on algae, on mussels"
444,Serpula columbiana,adult,polychaete,filter feeder,"Morris, Abbott, & Haderlie; Light & Smith",not reported,NA,low,"white calcareous tubes on undersurfaces of rocks; attached to hard surfaces along exposed shores; irregularly coiled white tubes mostly attached to substrate,"
1549,Pholoides asperus,adult,polychaete,unknown,Light & Smith,not reported,NA,low,low-tide mark crawling over stones or hiding in crevices
1550,Sthenelais fusca,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"under rocks, among algal holdfasts,, among rhizomes of Phyllospadix."
1621,Boccardia berkeleyorum,adult,polychaete,deposit feeder,Light & Smith,not reported,NA,all,"bores in coralline algae, hermit crab shells,, the jingle shell Pododesmus."
1622,Boccardia columbiana,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"Bores in mollusk shells, coralline algae"
1623,Boccardia proboscidea,adult,polychaete,unknown,Light & Smith,not reported,NA,high,"High intertidal rock pools, in crevices; sandy mudflats; occasionally in debris in rocky intertidal;"
1624,Boccardia tricuspa,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"Bores in mollusk shells, coralline algae"
1625,Boccardiella hamata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"Intertidal as a borer into hermit crab shells, bivalves; may also build tubes in mud flats"
1626,Boccardiella truncata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,intertidal in sandstone reefs
1627,Dipolydora armata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,coralline algal crusts
1628,Dipolydora bidentata,adult,polychaete,unknown,Light & Smith,not reported,NA,all,"bores into hermit crab shells, shells of living bivalves, gastropods."
